candidate_id,model_id,revision,mode,corpus_chrf_pp,corpus_sacrebleu,mean_best_sentence_chrf_pp,mean_best_token_f1,mean_best_protected_recall,mean_best_protected_f1,number_marker_agreement,temporal_marker_agreement,question_mark_retention,empty_development_outputs,mean_development_output_source_token_ratio,response_detector_positive_count,response_exact_repeated_sentence_count,mean_response_repeated_fourgram_proportion,maximum_response_identical_token_run,mean_response_output_source_token_ratio,empty_response_outputs,load_seconds,generation_seconds,peak_gpu_memory_gib
B0,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,paragraph,28.08542645198434,9.195118896009312,28.121215781338414,0.3542577122344399,0.4497425997425997,0.43407270907270906,0.9717391304347827,0.8282608695652174,0.905,0,1.1847930635028678,7,1,0.03382279409626406,4,1.0793449069112058,0,18.08516283099999,28.918764506000002,4.516615867614746
B1,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,sentence,29.518905438313354,9.666929120013048,29.33331150437804,0.3599833810435167,0.47955276705276706,0.4554184929184929,0.9717391304347827,0.8282608695652174,1.0,0,1.2688483302852793,0,0,0.004285484988561561,3,1.1970845773723628,0,2.8297590490000175,32.09795150100001,3.792830467224121
B2,facebook/nllb-200-distilled-1.3B,7be3e24664b38ce1cac29b8aeed6911aa0cf0576,sentence,30.92333451200247,10.020388574704684,30.79213387785334,0.3695411315716711,0.4782711282711282,0.44512054512054516,0.9695652173913043,0.8478260869565217,1.0,0,1.3014629953123038,0,0,0.0036662826787774543,3,1.2651628619597273,0,23.97103138,86.76792387600005,3.884460926055908
B3,facebook/nllb-200-3.3B,a2814a8c92847d0d6aaf7afc9eac24ab57f26151,sentence,31.70247645166473,10.260824933441784,31.427170917858525,0.3746642494014274,0.5068211068211068,0.4770791145791146,0.9739130434782609,0.841304347826087,1.0,0,1.3661732197771972,0,0,0.00304589462733399,2,1.3059029127091524,0,63.69728886299998,143.96876662200003,7.58776330947876
B4,google/madlad400-3b-mt,fa184c675da0b5c9e1c8694fccd4e12e2d422094,sentence,20.20472870093046,3.5249897576483873,20.541395813603526,0.2404055827340751,0.2846096096096096,0.2854139854139854,0.9630434782608696,0.8608695652173913,0.995,0,1.5223864753261924,61,0,0.2544940148414053,16,1.6368495316964242,0,47.29323354199994,500.75469434600006,9.523714065551758
